is.singular,source_db,tree_id,tree_code,tree_genus,tree_species,ht,dbh,longitude,latitude
1,S_NFI_3,269141,11_5_A_1_1_1,Pinus,pinea,18.3,90.1,-6.29637132222858,36.8706808974668
1,S_NFI_3,378782,15_2711_A_1_29_21,Pinus,pinea,18.5,70.3,-8.32701947622768,42.8548997175612
1,S_NFI_3,583248,21_1008_A_1_6_6,Pinus,pinea,18,58.3,-6.64045502051399,37.7160070442012
0,S_NFI_3,585310,21_1509_A_1_11_11,Pinus,pinea,9.3,25.95,-6.66953854831665,37.5094194848455
0,S_NFI_3,585987,21_1661_A_1_16_16,Pinus,pinea,9.2,26.8,-7.21635177559954,37.347595450531
1,S_NFI_3,586242,21_1750_A_1_12_12,Pinus,pinea,18.2,63.15,-7.09085040482959,37.3995658245916
1,S_NFI_3,586238,21_1750_A_1_8_8,Pinus,pinea,19.9,58.4,-7.09071289857,37.3995611104679
1,S_NFI_3,586233,21_1750_A_1_3_3,Pinus,pinea,22.9,68.4,-7.09049636137201,37.3997991406122
1,S_NFI_3,586232,21_1750_A_1_2_2,Pinus,pinea,21.5,61.6,-7.0906448731426,37.3998405191743
1,S_NFI_3,586231,21_1750_A_1_1_1,Pinus,pinea,23.3,71.9,-7.09063266604332,37.399890272734
0,S_NFI_3,586465,21_1774_A_1_26_25,Pinus,pinea,9.2,25.15,-7.10321327897897,37.3549691959399
0,S_NFI_3,586566,21_1783_A_1_12_7,Pinus,pinea,9.4,26.35,-7.12623598221771,37.3373676813882
1,S_NFI_3,586686,21_1798_A_1_11_8,Pinus,pinea,22.6,87.2,-6.76032265193898,37.493076688797
1,S_NFI_3,586678,21_1798_A_1_3_2,Pinus,pinea,18,57.1,-6.76020281632769,37.4931826866895
1,S_NFI_3,586709,21_1800_A_1_4_4,Pinus,pinea,20.5,66.2,-6.71514759854709,37.4920369564392
0,S_NFI_3,586886,21_1831_A_1_2_2,Pinus,pinea,9.4,25.4,-6.76108678012738,37.4661404223112
0,S_NFI_3,587732,21_2004_A_4_8_8,Pinus,pinea,9.3,25.3,-7.08314699456262,37.2553426217646
0,S_NFI_3,587736,21_2004_A_4_12_12,Pinus,pinea,9.6,25.8,-7.08323937100692,37.2554535281184
0,S_NFI_3,587915,21_2028_A_1_1_1,Pinus,pinea,9.6,25.8,-6.91499997106617,37.2166399167422
0,S_NFI_3,588226,21_2088_A_1_1_1,Pinus,pinea,9.1,26.5,-6.82419825207208,37.2420566380527
1,S_NFI_3,588659,21_2133_A_1_9_9,Pinus,pinea,18.7,63.7,-6.57767161195951,37.2012235935603
0,S_NFI_3,588711,21_2138_A_1_2_2,Pinus,pinea,9.3,26.7,-6.814144636441,37.1967438951249
1,S_NFI_3,588897,21_2184_A_1_3_3,Pinus,pinea,23,57.3,-6.40479412719524,37.3056124923296
1,S_NFI_3,588997,21_2192_A_3C_5_4,Pinus,pinea,20,60.1,-6.38311891192998,37.2869494231592
1,S_NFI_3,589153,21_2218_A_3C_9_9,Pinus,pinea,20,60,-6.4303359315657,37.2250196745779
1,S_NFI_3,589155,21_2218_A_3C_11_11,Pinus,pinea,18.3,65,-6.43048568005502,37.225137822807
1,S_NFI_3,589146,21_2218_A_3C_2_2,Pinus,pinea,22.5,58.7,-6.43021471169223,37.2251253765696
1,S_NFI_3,589145,21_2218_A_3C_1_1,Pinus,pinea,23.5,68.8,-6.43017601369717,37.2251985754033
1,S_NFI_3,589224,21_2222_A_1_19_18,Pinus,pinea,19.1,61.5,-6.44204228935133,37.2162664388252
1,S_NFI_3,589223,21_2222_A_1_18_17,Pinus,pinea,18,57.3,-6.44202589268896,37.2162316889359
1,S_NFI_3,589546,21_2274_A_3C_20_19,Pinus,pinea,18.1,58.1,-6.53444810660087,37.1461386449191
1,S_NFI_3,589542,21_2274_A_3C_16_15,Pinus,pinea,18,62.4,-6.53422706142999,37.1459442446243
0,S_NFI_3,589588,21_2278_A_4C_3_3,Pinus,pinea,9.4,25.95,-6.74818292631912,37.1413729599196
0,S_NFI_3,589658,21_2288_A_1_9_9,Pinus,pinea,9.3,26.9,-6.79360759146377,37.1332043811913
1,S_NFI_3,590066,21_2384_A_1_3_3,Pinus,pinea,22,85.9,-6.38650391223912,36.8638048168109
1,S_NFI_3,590065,21_2384_A_1_2_2,Pinus,pinea,25.5,89.1,-6.38643365477496,36.8635536018065
0,S_NFI_3,590166,21_2391_A_4_7_7,Pinus,pinea,9.3,25.55,-6.3657235070842,36.8090641078191
0,S_NFI_3,592003,21_3481_N_N_8_8,Pinus,pinea,9.3,26.45,-7.21668331368102,37.3297564793445
0,S_NFI_3,592216,21_3509_N_N_2_2,Pinus,pinea,9.6,27,-6.59855212712931,37.2466537286016
0,S_NFI_3,592227,21_3509_N_N_13_13,Pinus,pinea,9.6,27.15,-6.59861502462653,37.2464757148001
1,S_NFI_3,592545,21_3536_N_N_14_14,Pinus,pinea,23.3,57.75,-6.35259169588271,37.1962809331659
1,S_NFI_3,592541,21_3536_N_N_10_10,Pinus,pinea,23.9,57.75,-6.35237501944754,37.1962715161545
1,S_NFI_3,592548,21_3538_N_N_1_1,Pinus,pinea,21,57.5,-6.44300760111537,37.1804252496477
1,S_NFI_3,592554,21_3538_N_N_7_7,Pinus,pinea,19.5,58,-6.44316920418329,37.1803570575663
0,S_NFI_3,592604,21_3550_N_N_9_9,Pinus,pinea,9.2,25.95,-6.82697939610779,37.1427659172913
0,S_NFI_3,592884,21_3597_N_N_3_3,Pinus,pinea,9.4,25.2,-6.38776247111427,36.8186032480962
0,S_NFI_3,582044,21_770_A_1_8_8,Pinus,pinea,9.4,25.75,-6.88691438436233,37.8197512341892
0,S_NFI_3,582037,21_770_A_1_1_1,Pinus,pinea,9.7,26.15,-6.88677794392098,37.8199373027985
